date,product_id,demand_qty,sales_fact_qty,is_deficit,stock_before
2024-01-01,1,1.1486403614027871,1.1486403614027871,0,2.1649
2024-01-01,2,0.7914725126648718,0.7914725126648718,0,1.8556
2024-01-01,3,0.6295440838329154,0.6295440838329154,0,1.2371
2024-01-01,4,0.447847768883811,0.447847768883811,0,0.9278
2024-01-01,5,0.4431371236814269,0.4431371236814269,0,0.6185
2024-01-01,6,0.416135032432046,0.416135032432046,0,0.7422
2024-01-01,7,0.07351971262292466,0.07351971262292466,0,0.1546
2024-01-01,8,15.68813089722591,15.68813089722591,0,30.9269
2024-01-01,9,7.1487405692753185,7.1487405692753185,0,12.3708
2024-01-01,10,5.893269504175604,5.893269504175604,0,11.1337
2024-01-01,11,15.044202521792858,15.044202521792858,0,21.6488
2024-01-01,12,1.3035869410954959,1.3035869410954959,0,2.4742
2024-01-01,13,1.2320019577521217,1.2320019577521217,0,2.1649
2024-01-01,14,13.22252872709943,13.22252872709943,0,24.7415
2024-01-01,15,3.6963423479136783,3.6963423479136783,0,7.4225
2024-01-01,16,4.771883590015182,4.771883590015182,0,9.2781
2024-01-01,17,3.3258837502118936,3.3258837502118936,0,6.1854
2024-01-01,18,3.8426247051805733,3.8426247051805733,0,6.1854
2024-01-01,19,3.283992655376405,3.283992655376405,0,4.9483
2024-01-01,20,2.318562744880632,2.318562744880632,0,3.0927
2024-01-01,21,2.9080663444932817,2.9080663444932817,0,7.4225
2024-01-01,22,2.945415031455042,2.945415031455042,0,4.9483
2024-01-01,23,2.5322241522744857,2.5322241522744857,0,3.7112
2024-01-01,24,1.1670623488906826,1.1670623488906826,0,3.0927
2024-01-01,25,0.33041811348151945,0.33041811348151945,0,0.6185
2024-01-01,26,0.1538530370564407,0.1538530370564407,0,0.4948
2024-01-01,27,579.7205989512697,579.7205989512697,0,989.6602
2024-01-01,28,155.3722201342096,155.3722201342096,0,247.4151
2024-01-01,29,733.2483,733.2483,0,1237.0753
2024-01-01,30,730.2908,730.2908,0,742.2452
2024-01-02,1,0.8890596837223106,0.8890596837223106,0,3.7994
2024-01-02,2,0.7922796742795474,0.7922796742795474,0,2.9147
2024-01-02,3,0.678922736267243,0.678922736267243,0,1.9887
2024-01-02,4,0.4713048318791153,0.4713048318791153,0,1.8954
2024-01-02,5,0.35534759134609856,0.35534759134609856,0,1.0917
2024-01-02,6,0.47666795582808463,0.47666795582808463,0,1.2475
2024-01-02,7,0.08329094011656779,0.08329094011656779,0,0.5672
2024-01-02,8,14.660343092868745,14.660343092868745,0,46.2769
2024-01-02,9,8.012669698667594,8.012669698667594,0,18.8724
2024-01-02,10,5.320381476285034,5.320381476285034,0,18.1277
2024-01-02,11,7.90825130057024,7.90825130057024,0,32.7643
2024-01-02,12,1.40326950719318,1.40326950719318,0,3.9244
2024-01-02,13,1.0037980324487434,1.0037980324487434,0,3.7003
2024-01-02,14,13.363523470117226,13.363523470117226,0,40.0226
2024-01-02,15,3.5167466403559233,3.5167466403559233,0,12.0282
2024-01-02,16,5.24440388700797,5.24440388700797,0,15.6053
2024-01-02,17,3.2681739712665756,3.2681739712665756,0,10.2316
2024-01-02,18,3.2507031887055398,3.2507031887055398,0,10.6172
2024-01-02,19,2.7877680805649674,2.7877680805649674,0,7.5443
2024-01-02,20,2.055539142623121,2.055539142623121,0,4.8364
2024-01-02,21,5.698725493048682,5.698725493048682,0,10.9654
2024-01-02,22,2.8327858179548002,2.8327858179548002,0,7.4468
2024-01-02,23,1.795508890551885,1.795508890551885,0,5.701
2024-01-02,24,1.5016747057113884,1.5016747057113884,0,4.7053
2024-01-02,25,0.4270996890270052,0.4270996890270052,0,1.2257
2024-01-02,26,0.19087845691104172,0.19087845691104172,0,0.8119
2024-01-02,27,492.56774936934164,492.56774936934164,0,1650.4902
2024-01-02,28,111.13384187600293,111.13384187600293,0,412.7091
2024-01-02,29,609.1435,609.1435,0,2031.023
2024-01-02,30,608.4921,608.4921,0,1287.38
2024-01-03,1,1.4463445516126938,1.4463445516126938,0,2.7052
2024-01-03,2,1.3032556266791928,1.3032556266791928,0,1.9397
2024-01-03,3,0.6081067011565582,0.6081067011565582,0,1.1532
2024-01-03,4,0.5432283992875999,0.5432283992875999,0,1.3154
2024-01-03,5,0.22231857891745138,0.22231857891745138,0,0.6544
2024-01-03,6,0.4216240429049451,0.4216240429049451,0,0.6609
2024-01-03,7,0.06734095992419364,0.06734095992419364,0,0.4647
2024-01-03,8,14.400435437610225,14.400435437610225,0,28.2355
2024-01-03,9,6.632447658208444,6.632447658208444,0,9.0118
2024-01-03,10,5.9558111277217165,5.9558111277217165,0,11.5803
2024-01-03,11,9.824222336279998,9.824222336279998,0,23.0323
2024-01-03,12,1.1927756911667389,1.1927756911667389,0,2.1975
2024-01-03,13,0.9657865538686687,0.9657865538686687,0,2.465
2024-01-03,14,11.60064798653751,11.60064798653751,0,23.5771
2024-01-03,15,3.4579965057668214,3.4579965057668214,0,7.7004
2024-01-03,16,5.606453360851436,5.606453360851436,0,9.1514
2024-01-03,17,3.2953761548780056,3.2953761548780056,0,6.2096
2024-01-03,18,4.02873873987843,4.02873873987843,0,6.6168
2024-01-03,19,2.8875939486283486,2.8875939486283486,0,4.1136
2024-01-03,20,1.7176615339049996,1.7176615339049996,0,2.3067
2024-01-03,21,2.6795418025826057,2.6795418025826057,0,10.9524
2024-01-03,22,1.7765954887440796,1.7765954887440796,0,3.9606
2024-01-03,23,1.8947181561520914,1.8947181561520914,0,3.4913
2024-01-03,24,1.548077805066898,1.548077805066898,0,2.8572
2024-01-03,25,0.2832905955953468,0.2832905955953468,0,0.7001
2024-01-03,26,0.2904238120312009,0.2904238120312009,0,0.577
2024-01-03,27,565.2955138473742,565.2955138473742,0,1044.3235
2024-01-03,28,138.66293397354013,138.66293397354013,0,275.9449
2024-01-03,29,707.2247,707.2247,0,1121.7307
2024-01-03,30,698.0485,698.0485,0,714.1548
2024-01-04,1,1.0185776341844748,1.0185776341844748,0,3.502
2024-01-04,2,1.0643423985175884,1.0643423985175884,0,2.905
2024-01-04,3,0.5950309728369619,0.5950309728369619,0,1.9371
2024-01-04,4,0.7791,0.6758,1,0.6758
2024-01-04,5,0.3320171326812855,0.3320171326812855,0,0.3926
2024-01-04,6,0.37893937159869967,0.37893937159869967,0,1.1644
2024-01-04,7,0.08084514788806846,0.08084514788806846,0,0.3854
2024-01-04,8,15.110296479004635,15.110296479004635,0,46.2777
2024-01-04,9,7.1090308237609445,7.1090308237609445,0,19.2014
2024-01-04,10,5.983609381794881,5.983609381794881,0,18.5668
2024-01-04,11,14.192686243173762,14.192686243173762,0,33.4634
2024-01-04,12,1.469013320490354,1.469013320490354,0,4.2929
2024-01-04,13,1.3931542169654263,1.3931542169654263,0,3.8277
2024-01-04,14,15.616112872343972,15.616112872343972,0,40.9163
2024-01-04,15,5.02112474669574,5.02112474669574,0,12.6283
2024-01-04,16,5.103127369168109,5.103127369168109,0,15.5492
2024-01-04,17,3.3142058808783834,3.3142058808783834,0,10.329
2024-01-04,18,3.376264325898189,3.376264325898189,0,10.8727
2024-01-04,19,1.903689545148449,1.903689545148449,0,7.7132
2024-01-04,20,1.7184936116603624,1.7184936116603624,0,4.7841
2024-01-04,21,4.361720379670371,4.361720379670371,0,7.7969
2024-01-04,22,2.0698316662488185,2.0698316662488185,0,7.3686
2024-01-04,23,1.7082544134146271,1.7082544134146271,0,5.7601
2024-01-04,24,1.8358437272071404,1.8358437272071404,0,5.0342
2024-01-04,25,0.36905631937890276,0.36905631937890276,0,1.3666
2024-01-04,26,0.24858992610516203,0.24858992610516203,0,1.235
2024-01-04,27,504.7067313590175,504.7067313590175,0,1628.6375
2024-01-04,28,147.43074311659316,147.43074311659316,0,412.6569
2024-01-04,29,653.4243,653.4243,0,2117.3733
2024-01-04,30,652.4572,652.4572,0,1233.9317
2024-01-05,1,0.0,0.0,0,2.358
2024-01-05,2,0.8866381046237584,0.8866381046237584,0,1.7096
2024-01-05,3,0.5202982333932693,0.5202982333932693,0,1.2689
2024-01-05,4,0.3735516050370614,0.3735516050370614,0,1.5
2024-01-05,5,0.26148612352594297,0.26148612352594297,0,1.0198
2024-01-05,6,0.3904870248749672,0.3904870248749672,0,0.7388
2024-01-05,7,0.07195527663186779,0.07195527663186779,0,0.2946
2024-01-05,8,14.400860043121819,14.400860043121819,0,29.3068
2024-01-05,9,4.629771042385583,4.629771042385583,0,11.217
2024-01-05,10,6.901467191455868,6.901467191455868,0,11.8464
2024-01-05,11,13.157443691865051,13.157443691865051,0,17.5231
2024-01-05,12,1.0810307945335003,1.0810307945335003,0,2.6429
2024-01-05,13,0.7529374216929229,0.7529374216929229,0,2.2631
2024-01-05,14,15.547687779800677,15.547687779800677,0,23.3773
2024-01-05,15,3.6898957567402744,3.6898957567402744,0,6.9889
2024-01-05,16,4.319504427269118,4.319504427269118,0,9.8177
2024-01-05,17,2.9478974818326016,2.9478974818326016,0,6.6068
2024-01-05,18,3.044972280712081,3.044972280712081,0,7.0807
2024-01-05,19,2.0325745034164093,2.0325745034164093,0,5.5751
2024-01-05,20,1.3663399488362102,1.3663399488362102,0,2.8539
2024-01-05,21,2.7843774950723437,2.7843774950723437,0,11.8982
2024-01-05,22,2.845393624918961,2.845393624918961,0,5.0438
2024-01-05,23,1.4710316351069006,1.4710316351069006,0,3.8415
2024-01-05,24,0.9210761593180644,0.9210761593180644,0,2.9723
2024-01-05,25,0.22567054664386466,0.22567054664386466,0,0.9521
2024-01-05,26,0.2278583760009147,0.2278583760009147,0,0.9558
2024-01-05,27,518.035531653778,518.035531653778,0,1061.7838
2024-01-05,28,143.6586287648071,143.6586287648071,0,247.0723
2024-01-05,29,657.142,657.142,0,1248.4326
2024-01-05,30,660.5084,660.5084,0,715.2876
2024-01-06,1,1.1129859906608766,1.1129859906608766,0,2.358
2024-01-06,2,0.8522668314312618,0.8522668314312618,0,3.1155
2024-01-06,3,0.631471054193857,0.631471054193857,0,2.1268
2024-01-06,4,0.3408905035554347,0.3408905035554347,0,1.039
2024-01-06,5,0.3227951495223802,0.3227951495223802,0,0.6971
2024-01-06,6,0.33415546147138303,0.33415546147138303,0,1.257
2024-01-06,7,0.09769868276142427,0.09769868276142427,0,0.2058
2024-01-06,8,16.79175823690642,16.79175823690642,0,44.5347
2024-01-06,9,6.32087756842517,6.32087756842517,0,18.5034
2024-01-06,10,5.227934413845749,5.227934413845749,0,18.3293
2024-01-06,11,9.468170848811052,9.468170848811052,0,32.2856
2024-01-06,12,1.0134209709364017,1.0134209709364017,0,4.3088
2024-01-06,13,1.0553729800623621,1.0553729800623621,0,3.8339
2024-01-06,14,10.917422073162413,10.917422073162413,0,40.1899
2024-01-06,15,3.767890893142836,3.767890893142836,0,12.4352
2024-01-06,16,5.404019249055293,5.404019249055293,0,15.487
2024-01-06,17,3.0443201670767066,3.0443201670767066,0,10.9688
2024-01-06,18,3.348533092053932,3.348533092053932,0,10.3228
2024-01-06,19,3.2633,3.0666,1,3.0666
2024-01-06,20,1.7640130104240885,1.7640130104240885,0,4.6678
2024-01-06,21,2.9279581146847775,2.9279581146847775,0,8.462
2024-01-06,22,1.7004764085950226,1.7004764085950226,0,7.5323
2024-01-06,23,1.2526366825482613,1.2526366825482613,0,5.5261
2024-01-06,24,1.0989478908953232,1.0989478908953232,0,1.8356
2024-01-06,25,0.2712680203251174,0.2712680203251174,0,0.6737
2024-01-06,26,0.0,0.0,0,0.6746
2024-01-06,27,455.6147235446588,455.6147235446588,0,1622.4763
2024-01-06,28,117.25432375043772,117.25432375043772,0,419.7832
2024-01-06,29,568.9276,568.9276,0,2052.9807
2024-01-06,30,578.3958,578.3958,0,715.2876
2024-01-07,1,1.2145515568683194,1.2145515568683194,0,3.4864
2024-01-07,2,0.9385578431930633,0.9385578431930633,0,2.0651
2024-01-07,3,0.7352365002290513,0.7352365002290513,0,1.3486
